<GENE ID>  <LOCALIZATION>
"G234412" | "nucleus"
"G234339" | "mitochondria"
"G235215" | "nucleus"
"G235106" | "nucleus"
"G237406" | "nucleus"
"G235893" | "nucleus"
"G235118" | "golgi"
"G237026" | "cytoplasm"
"G235704" | "nucleus"
"G234273" | "cytoplasm"
"G234394" | "cytoskeleton"
"G238170" | "nucleus"
"G234140" | "nucleus"
"G234750" | "golgi"
"G234411" | "cytoplasm"
"G234641" | "cytoskeleton"
"G234653" | "nucleus"
"G239273" | "nucleus"
"G234798" | "nucleus"
"G234423" | "cytoplasm"
"G240296" | "nucleus"
"G237375" | "nucleus"
"G237387" | "nucleus"
"G236523" | "nucleus"
"G239520" | "nucleus"
"G234314" | "cytoplasm"
"G235186" | "nucleus"
"G238615" | "nucleus"
"G235392" | "nucleus"
"G235150" | "ER"
"G237429" | "nucleus"
"G235325" | "nucleus"
"G235337" | "nucleus"
"G235882" | "golgi"
"G235761" | "cytoskeleton"
"G237986" | "nucleus"
"G235567" | "nucleus"
"G235446" | "golgi"
"G235705" | "nucleus"
"G240380" | "nucleus"
"G234490" | "nucleus"
"G236021" | "mitochondria"
"G239913" | "nucleus"
"G234175" | "nucleus"
"G234773" | "nucleus"
"G234199" | "nucleus"
"G234531" | "nucleus"
"G234785" | "cytoskeleton"
"G238800" | "nucleus"
"G237100" | "nucleus"
"G234216" | "nucleus"
"G234688" | "nucleus"
"G237124" | "nucleus"
"G234579" | "nucleus"
"G235284" | "cytoplasm"
"G234802" | "cytoplasm"
"G240227" | "nucleus"
"G235393" | "cytoplasm"
"G237747" | "nucleus"
"G235423" | "cytoplasm"
"G235520" | "nucleus"
"G235108" | "nucleus"
"G238063" | "nucleus"
"G235900" | "vacuole"
"G239922" | "nucleus"
"G239825" | "cytoplasm"
"G234283" | "nucleus"
"G237529" | "nucleus"
"G234881" | "nucleus"
"G236985" | "nucleus"
"G234651" | "transport vesicles"
"G234433" | "cytoplasm"
"G240185" | "nucleus"
"G238920" | "nucleus"
"G234203" | "nucleus"
"G240040" | "nucleus"
"G234215" | "cytoplasm"
"G234813" | "mitochondria"
"G234704" | "nucleus"
"G235055" | "cytoplasm"
"G234837" | "nucleus"
"G239162" | "mitochondria"
"G235176" | "cytoplasm"
"G234728" | "cytoplasm"
"G235533" | "nucleus"
"G235860" | "nucleus"
"G235315" | "nucleus"
"G235775" | "nucleus"
"G235339" | "nucleus"
"G235569" | "nucleus"
"G234945" | "nucleus"
"G235424" | "golgi"
"G235804" | "golgi"
"G234161" | "cytoplasm"
"G235901" | "cytoskeleton"
"G239911" | "nucleus"
"G235109" | "nucleus"
"G235719" | "vacuole"
"G236813" | "nucleus"
"G237154" | "nucleus"
"G234743" | "nucleus"
"G240237" | "nucleus"
"G235440" | "nucleus"
"G235096" | "nucleus"
"G235695" | "nucleus"
"G235223" | "cytoskeleton"
"G237656" | "nucleus"
"G235356" | "ER"
"G235857" | "cytoplasm"
"G234974" | "nucleus"
"G236771" | "nucleus"
"G235748" | "nucleus"
"G239847" | "nucleus"
"G234592" | "cytoplasm"
"G239835" | "nucleus"
"G234120" | "plasma membrane"
"G234289" | "nucleus"
"G240200" | "nucleus"
"G237153" | "nucleus"
"G234742" | "golgi"
"G239588" | "nucleus"
"G234633" | "nucleus"
"G234645" | "cytoplasm"
"G235097" | "nucleus"
"G236838" | "nucleus"
"G238809" | "nucleus"
"G235562" | "nucleus"
"G235291" | "golgi"
"G238429" | "nucleus"
"G235369" | "nucleus"
"G235466" | "cytoplasm"
"G235587" | "nucleus"
"G235454" | "mitochondria"
"G238048" | "nucleus"
"G235931" | "golgi"
"G238375" | "nucleus"
"G235224" | "ER"
"G235236" | "nucleus"
"G240291" | "nucleus"
"G235507" | "cytoplasm"
"G234951" | "nucleus"
"G234373" | "nucleus"
"G234385" | "ER"
"G234470" | "plasma membrane"
"G236380" | "nucleus"
"G234179" | "nucleus"
"G234741" | "nucleus"
"G238856" | "nucleus"
"G234511" | "nucleus"
"G234414" | "nucleus"
"G239343" | "nucleus"
"G235098" | "nucleus"
"G239060" | "nucleus"
"G238723" | "nucleus"
"G235050" | "nucleus"
"G234806" | "cytoskeleton"
"G235183" | "cytoskeleton"
"G235237" | "nucleus"
"G235576" | "ER"
"G235794" | "nucleus"
"G235673" | "nucleus"
"G235685" | "golgi"
"G238584" | "nucleus"
"G235104" | "nucleus"
"G240072" | "nucleus"
"G236066" | "nucleus"
"G234590" | "nucleus"
"G235605" | "cytoplasm"
"G234940" | "golgi"
"G234372" | "cytoplasm"
"G240440" | "nucleus"
"G234861" | "nucleus"
"G234299" | "nucleus"
"G234534" | "mitochondria"
"G239574" | "nucleus"
"G234679" | "cytoplasm"
"G235770" | "cytoplasm"
"G235160" | "nucleus"
"G235051" | "golgi"
"G235565" | "nucleus"
"G235783" | "nucleus"
"G235795" | "nucleus"
"G235541" | "ER"
"G238147" | "nucleus"
"G235311" | "nucleus"
"G235933" | "mitochondria"
"G235589" | "cytoplasm"
"G234977" | "vacuole"
"G234965" | "nucleus"
"G237059" | "nucleus"
"G235848" | "nucleus"
"G234125" | "cytoplasm"
"G234573" | "ER"
"G236736" | "nucleus"
"G238898" | "nucleus"
"G234711" | "mitochondria"
"G239830" | "nucleus"
"G234258" | "cytoplasm"
"G234137" | "cytoskeleton"
"G240407" | "ER"
"G235121" | "golgi"
"G237392" | "nucleus"
"G235635" | "nucleus"
"G235376" | "cytoplasm"
"G235405" | "nucleus"
"G235255" | "nucleus"
"G235538" | "nucleus"
"G237337" | "nucleus"
"G234790" | "nucleus"
"G239572" | "nucleus"
"G240462" | "nucleus"
"G235081" | "cytoplasm"
"G234112" | "mitochondria"
"G239681" | "nucleus"
"G236955" | "nucleus"
"G234758" | "ER"
"G235001" | "nucleus"
"G234419" | "nucleus"
"G235352" | "nucleus"
"G235110" | "nucleus"
"G234927" | "nucleus"
"G235503" | "cytoskeleton"
"G235377" | "golgi"
"G235256" | "cytoskeleton"
"G235268" | "nucleus"
"G235389" | "golgi"
"G235878" | "golgi"
"G238400" | "nucleus"
"G235612" | "nucleus"
"G234094" | "nucleus"
"G239856" | "nucleus"
"G234971" | "cytoplasm"
"G239517" | "nucleus"
"G237728" | "nucleus"
"G234147" | "nucleus"
"G234256" | "nucleus"
"G234268" | "nucleus"
"G234389" | "cytoplasm"
"G237043" | "nucleus"
"G234365" | "nucleus"
"G239593" | "nucleus"
"G239399" | "nucleus"
"G234612" | "nucleus"
"G234515" | "nucleus"
"G235220" | "golgi"
"G235111" | "cytoplasm"
"G235353" | "golgi"
"G235232" | "cytoplasm"
"G235094" | "mitochondria"
"G235595" | "cytoplasm"
"G235082" | "nucleus"
"G235571" | "cytoplasm"
"G238905" | "nucleus"
"G238132" | "nucleus"
"G235487" | "nucleus"
"G235596" | "nucleus"
"G235354" | "nucleus"
"G235233" | "nucleus"
"G237436" | "nucleus"
"G235746" | "nucleus"
"G235831" | "ER"
"G235112" | "nucleus"
"G235855" | "nucleus"
"G239974" | "nucleus"
"G234081" | "nucleus"
"G234570" | "cytoplasm"
"G234231" | "cytoplasm"
"G235908" | "ER"
"G234267" | "cytoplasm"
"G239364" | "nucleus"
"G235909" | "nucleus"
"G234485" | "cytoplasm"
"G234364" | "plasma membrane"
"G236812" | "nucleus"
"G234405" | "nucleus"
"G236606" | "nucleus"
"G235488" | "cytoskeleton"
"G235149" | "nucleus"
"G234905" | "cytoplasm"
"G235476" | "nucleus"
"G235602" | "nucleus"
"G235367" | "nucleus"
"G236099" | "nucleus"
"G236661" | "nucleus"
"G235517" | "cytoskeleton"
"G235638" | "golgi"
"G235505" | "nucleus"
